"speaker_id"	"text"	"start_time"	"stop_time"	"transcript"	"audio"	"pitch_mean"	"advocate_name"	"advocate_role"	"type"	"gender"
"Curtis_E_Gannon"	"--Oh, but I -- what I meant is that there are people and equipment on the superscoop when it is moving across Boston Harbor. They didn't sort of take it out there all empty every morning and then load other things on to it that they -- that they brought out there. And in Evansville, the Court recognized that the wharf boat there, which is a large structure -- it was 240 feet long, 48 feet wide -- it served as an office, a warehouse, and a wharf on the side of the river, and the Court said that it performed no function that might not have been performed as well by structures permanently attached to the--"	1155.459	1185.461	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	145.829067511651	"Curtis E. Gannon"	"(Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the petitioners)"	"advocate"	"male"
"Samuel_Alito"	"If someone builds a replica of an historic watercraft, a Viking boat, the kind of outrigger canoes that the Polynesians used throughout the Pacific Ocean, and the purpose of this is to display it in a museum, no one has any intention whatsoever of ever putting it in the water, but it's built so that if they did, it would -- it would function just like its historic antecedent, is that a vessel?"	1185.461	1212.528	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	100.474836640903	NA	NA	"justice"	"male"
"Curtis_E_Gannon"	"--I think that that would be a vessel, because it really -- its objective function, if you look at its design and its natural function -- that's the phrase that the -- even Respondent's law professor amici used. They acknowledged that the function and purpose test is appropriate if it takes account of the craft's own design and natural function."	1212.528	1230.757	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	133.693460193179	"Curtis E. Gannon"	"(Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the petitioners)"	"advocate"	"male"
"Stephen_G_Breyer"	"What about the -- I thought there was a -- a kind of caveat in one of these cases, maybe Stewart, that said take a thing that looks just like a boat, the Queen Mary, but if it is permanently -- they use the word “ indefinite ”. I think they mean “ permanently ”."	1230.757	1243.114	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	110.673401661065	NA	NA	"justice"	"male"
"Curtis_E_Gannon"	"Well, the Court--"	1243.114	1243.849	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	NA	"Curtis E. Gannon"	"(Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the petitioners)"	"advocate"	"male"
"Stephen_G_Breyer"	"But if it is permanently moored to the shore and is never going to sea again, then it isn't a vessel."	1243.849	1250.253	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	115.595185970136	NA	NA	"justice"	"male"
"Curtis_E_Gannon"	"--That's true. That's because it's no--"	1250.253	1251.903	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	107.145499156443	"Curtis E. Gannon"	"(Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the petitioners)"	"advocate"	"male"
"Stephen_G_Breyer"	"Then if the Polynesian boat is permanently in the museum, there's a lot of objective evidence of that, it would not be a vessel. But if it's something they really could well take out on the sea, then it is, is that right?"	1251.903	1263.977	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	118.739111409604	NA	NA	"justice"	"male"
"Curtis_E_Gannon"	"--It is true that the Court recognized in Stewart and the Coast Guard's craft routinely operated dockside policy is based upon the presumption that something that used to be a vessel can cease to be a vessel if it is semi-permanently or indefinitely moored. That's the phrase that the Court quoted in Stewart. And the Court recognized that even something that's anchored to the seabed could--"	1263.977	1285.592	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	135.277888771461	"Curtis E. Gannon"	"(Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the petitioners)"	"advocate"	"male"
"Stephen_G_Breyer"	"That doesn't come up here. That concerns the Queen Mary being sent to Long Beach and used as a hotel."	1285.592	1291.663	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	125.82762699011	NA	NA	"justice"	"male"
"Curtis_E_Gannon"	"--And the Queen Mary is behind a -- is essentially behind a cofferdam. It doesn't have ready access to open water. It's connected to shore in all sorts of permanent ways. We don't think that that's the type of case that we have here, because nobody is saying that this once was a vessel and it is now no longer one just because it's tied up to the dock in the way that it was tied up here. And so, Justice Kennedy, we think that this isn't really a case about indefinite mooring as making the difference. This is a case where you need to start with the question of was it ever a vessel. And if the--"	1291.663	1321.232	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	120.690306615978	"Curtis E. Gannon"	"(Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the petitioners)"	"advocate"	"male"
"Sonia_Sotomayor"	"So I was right. So that permanent mooring is a different inquiry in your mind?"	1321.232	1325.484	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	179.274322813987	NA	NA	"justice"	"female"
"Curtis_E_Gannon"	"--Well, permanent mooring is usually going to be relevant to the question of whether something ceases to be a vessel, because it's no longer practically capable of being used as a means of transportation. That's the way the Court discussed the point in Stewart. And -- and that's true even for a case like Roper, which was a former Liberty ship that was towed up and down the James River."	1325.484	1344.715	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	129.064842595816	"Curtis E. Gannon"	"(Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the petitioners)"	"advocate"	"male"
"Sonia_Sotomayor"	"Well, that's a -- that's a somewhat easy case, because the hull, I think, was removed or something was removed that made it--"	1344.715	1350.634	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	169.23248142963	NA	NA	"justice"	"female"
"Curtis_E_Gannon"	"Well, there were things that had been removed when it had been decommissioned originally. But if the court of appeals test were used here and the court were to conclude that something is a vessel if it is merely capable of being towed across water even to its detriment, then you can't explain the answer in cases like Evansville or in Roper where -- because the Evansville work boat was towed at least ten times, as described in pages 21 and 22 of the Court's opinion, and nobody was asking whether it had all the office furniture and light fixtures and things like that removed when it was towed at least twice a year for the seven years before that suit began."	1350.634	1387.641	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	146.667535132129	"Curtis E. Gannon"	"(Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the petitioners)"	"advocate"	"male"
"Elena_Kagan"	"So, Mr. Gannon, you think that even at the moment that the thing is being transported, and let's say that the thing has, you know, various furniture and things on it, you think even at that moment under section 3, it's not a -- it might not be a vessel?"	1387.641	1402.817	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	152.261295953121	NA	NA	"justice"	"female"
"Curtis_E_Gannon"	"That's generally going to be true, yes. If the purpose of the structure, the function, the objective function of the structure is to operate, just to be stationary beside the dock, then it's not going to be a vessel even when it's being towed behind another vessel. There may still be rules about how it needs to be lit at night and things like that, but--"	1402.817	1421.048	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	133.590436579919	"Curtis E. Gannon"	"(Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the petitioners)"	"advocate"	"male"
"Samuel_Alito"	"What if it was more seaworthy so that it could be towed 200 miles without suffering any damage, even if there are, you know, small waves, let's say? And the reason why it was built that way was so that when the person moves the person wouldn't have to hire a moving company to come with a van and take out all the person's personal belongings and ship those by -- by land. This -- this is capable of moving and moving all the stuff that's in it without having anything damaged. Would it be the same? What would be the result there?"	1421.048	1451.4	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	115.671911748767	NA	NA	"justice"	"male"
"Curtis_E_Gannon"	"--Well, I -- I understand the point. I think that, under a case like Evansville, that there does seem to be a difference between relocating the structure and using the structure to transport people and things. But under an objective function test, if it really is designed to be mobile, and we look at it and we say it really looks like a boat and it's designed to move through water efficiently, it would probably look different from this particular craft. But if ultimate mobility is part of the function of it, then -- then the answer could well be different. But, for the most part, I think my answer is the same as I was trying to give to Justice Kagan, which is that this is either going to be a vessel all the time until it becomes so permanently moored that it should no longer be deemed a vessel."	1451.4	1494.077	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	123.147113776991	"Curtis E. Gannon"	"(Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the petitioners)"	"advocate"	"male"
"Samuel_Alito"	"I really just don't understand your answer. Mobility surely was a -- was a purpose of this because it was moved."	1494.077	1501.916	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	120.634667191406	NA	NA	"justice"	"male"
"Curtis_E_Gannon"	"Well, I--"	1501.916	1502.883	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	NA	"Curtis E. Gannon"	"(Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the petitioners)"	"advocate"	"male"
"Samuel_Alito"	"It can be moved."	1502.883	1503.785	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	162.35634232224	NA	NA	"justice"	"male"
"Curtis_E_Gannon"	"--There is a question about practical capability of being moved."	1503.785	1508.154	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	166.241282963222	"Curtis E. Gannon"	"(Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the petitioners)"	"advocate"	"male"
"Samuel_Alito"	"Okay. Well, that's something different."	1508.154	1509.606	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	157.055444752713	NA	NA	"justice"	"male"
"Curtis_E_Gannon"	"And before, you were asking about the hook in the statute here. We do think that the word contrivance does indicate that it's something that has a function that's determinable. And there are lots of other areas in maritime law where the function of a vessel is a relevant question, and this is not an unanswerable inquiry. The court uses purpose and function when it's deciding whether somebody is a Jones Act seaman--"	1509.606	1530.352	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	112.055879142631	"Curtis E. Gannon"	"(Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the petitioners)"	"advocate"	"male"
"Ruth_Bader_Ginsburg"	"What you have said sounds like this structure is not a vessel, period. But your bottom line in your brief is that, if we disagree with the Court of Appeals, we shouldn't say this contrivance is not a vessel, we should send it back -- for what? What finding?"	1530.352	1556.418	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	159.408696875358	NA	NA	"justice"	"female"
"Curtis_E_Gannon"	"--We think that the record here was not really compiled with an object of answering these questions, the things that we think are relevant, because the district court and the Court of Appeals flatly rejected any inquiry into the purpose or function of the vessel. And--"	1556.418	1569.26	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	119.817928400993	"Curtis E. Gannon"	"(Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the petitioners)"	"advocate"	"male"
"Ruth_Bader_Ginsburg"	"So what would we tell them they should look into?"	1569.26	1570.977	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	165.181593995481	NA	NA	"justice"	"female"
"Curtis_E_Gannon"	"--That they should look into the purpose and function of the vessel. They should also consider whether it would be damaged when it was towed. That was something that petitioner tried to get. He was proceeding pro se in the district court, offered to present evidence about--"	1570.977	1583.501	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	128.480962133714	"Curtis E. Gannon"	"(Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the petitioners)"	"advocate"	"male"
"Anthony_Kennedy"	"On the first question, purpose or function, what did they know that we can't know by looking at this picture and listening to these arguments?"	1583.501	1589.572	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	122.67520565614	NA	NA	"justice"	"male"
"Curtis_E_Gannon"	"--Well, I think that they could hear more about--"	1589.572	1592.607	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	155.95442212566	"Curtis E. Gannon"	"(Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the petitioners)"	"advocate"	"male"
"Anthony_Kennedy"	"I mean, I would be willing to stipulate they are better at this than we are, but let's -- let's assume."	1592.607	1596.476	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	121.320111659592	NA	NA	"justice"	"male"
"Curtis_E_Gannon"	"--Well, I -- I think that somebody -- if somebody -- I can't tell everything about the structure. We have these pictures, and we know that it has a ten-inch draft, but we don't really know how -- how well it is that--"	1596.476	1605.248	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	121.039164743883	"Curtis E. Gannon"	"(Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the petitioners)"	"advocate"	"male"
"Anthony_Kennedy"	"I want to be fair to the Court of Appeals, well, now, you tell us what the purpose and function is."	1605.248	1608.966	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	152.661746556559	NA	NA	"justice"	"male"
"Curtis_E_Gannon"	"--And I -- if--"	1608.966	1610.068	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	NA	"Curtis E. Gannon"	"(Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the petitioners)"	"advocate"	"male"
"Anthony_Kennedy"	"Don't we know that?"	1610.068	1610.868	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	152.83429554185	NA	NA	"justice"	"male"
"Curtis_E_Gannon"	"--Well, I think that you -- in -- this is going to be a somewhat idiosyncratic case. I think that this is an unusual structure. That's why the surveyor on page J-43 of the joint appendix found that there were no comparables for sale in the state of Florida. And so I think that most cases aren't really going to -- to be like this. But if I wanted to put on evidence about that, I would probably compare -- decide whether this is more like the floating homes that are described in the Seattle floating homes brief that are really designed just to function in place near the shore. I think that there would be more evidence about its capabilities while it was actually out on the water and things like that."	1610.868	1649.043	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	126.379297567587	"Curtis E. Gannon"	"(Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the petitioners)"	"advocate"	"male"
"John_G_Roberts"	"Thank you, Counsel. Mr. Frederick."	1649.043	1658.716	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	94.0339272039668	NA	NA	"justice"	"male"
"David_C_Frederick"	"Thank you Mr. Chief Justice, and may it please the Court: The City brought this In Rem action against Mr. Lozman's uninsured houseboat to enforce maritime liens. The houseboat was in violation of the wet slip agreement, and it posed a hazard to other vessels in the marina if, because of its flimsy moorings, it came unmoored during a storm. The houseboat was located very close to the navigable channel of the Atlantic Intercoastal Waterway and next to a yacht-building facility next to the marina. So the city faced a very real specter of being sued if the uninsured houseboat came unmoored and caused damage. Our position is that the houseboat is a vessel under section 3 because it floats, moves, and carries people or things on water, as the statutory--"	1658.716	1709.166	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	158.526716668215	"David C. Frederick"	"(for the respondent)"	"advocate"	"male"
"John_G_Roberts"	"Just like an inner tube, right?"	1709.166	1710.601	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	136.021022708337	NA	NA	"justice"	"male"
"David_C_Frederick"	"--No. An inner tube actually does not--"	1710.601	1713.053	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	179.195250963378	"David C. Frederick"	"(for the respondent)"	"advocate"	"male"
"John_G_Roberts"	"Floats, can be towed, can carry a person."	1713.053	1715.12	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	137.36213285854	NA	NA	"justice"	"male"
"David_C_Frederick"	"--Well, a person actually -- most of the body parts of a person would be underwater and would be through the water, Mr. Chief Justice. One of those inflatable rafts where most of the parts of the people-- The test would be what's the practical capability, and a raft that has a bottom actually could very well be a vessel under the appropriate standard of practical capability."	1715.12	1739.168	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	168.174974512372	"David C. Frederick"	"(for the respondent)"	"advocate"	"male"
"Stephen_G_Breyer"	"With cup. What about the cup."	1739.168	1740.52	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	127.317520523562	NA	NA	"justice"	"male"
"David_C_Frederick"	"Cup is not because a cup doesn't float."	1740.52	1742.739	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	169.977797227963	"David C. Frederick"	"(for the respondent)"	"advocate"	"male"
"Stephen_G_Breyer"	"Oh, well, this is lighter than you think."	1742.739	1744.922	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	144.928182418908	NA	NA	"justice"	"male"
"Sonia_Sotomayor"	"No. How about a garage door?"	1744.922	1749.059	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	259.745530953726	NA	NA	"justice"	"female"
"Elena_Kagan"	"Take the inner tube and, you know, paste a couple of pennies on the inner tube. Now it carries things. There are things on the inner tube, and it floats."	1749.059	1758.082	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	172.555224184812	NA	NA	"justice"	"female"
"David_C_Frederick"	"Justice Kagan, I -- I think we could imagine all kinds of de minimis types of hypotheticals that would satisfy the basic criteria. But what the Court in Stewart said was practical capability as viewed in a real world sense. And I'm not aware of any case -- and they've certainly not pointed to anything -- that identifies anything with those kind of practical attributes that would be subject to litigation."	1758.082	1785.566	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	164.71630749811	"David C. Frederick"	"(for the respondent)"	"advocate"	"male"
"John_G_Roberts"	"--Well, practical capability viewed in a real-world sense -- and you're about transportation -- you're talking about things that were built for transportation, right?"	1785.566	1794.272	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	132.533273431146	NA	NA	"justice"	"male"
"David_C_Frederick"	"You're -- yes. You're -- that is true in the sense that one of the purposes as manifested through its physical characteristics is the ability to be moved across water. And just as Mr. Lozman's houseboat here was moved 200 miles in the first towage after the hurricane wiped out every other vessel in the docks in the north bay marina, and he had it towed with a speed boat 70 miles to the city of Riviera Beach, those physical characteristics and attributes were recognized by the Court of Appeals when it applied the practical capability test. And it said on page 15(a) of the petition appendix that certainly living, a domicile, is a purpose of a floating home, but mobility is also a purpose, and then demonstrated that mobility here."	1794.272	1847.222	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	172.009394967209	"David C. Frederick"	"(for the respondent)"	"advocate"	"male"
"Sonia_Sotomayor"	"Under your definition, how do you deal with Evansville?"	1847.222	1850.608	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	197.612926240413	NA	NA	"justice"	"female"
"David_C_Frederick"	"Evansville is a case with many layers, but let me just start first start with the fact that the Court announced a practical capability test in Evansville itself. That's what it applied. It reviewed a district court record that had found no practical capability on the basis of the driveways and the more permanent connections to the utility system of the city, and it reviewed that factual record for clear error, which, of course, it didn't find, by--"	1850.608	1879.794	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	178.610006949425	"David C. Frederick"	"(for the respondent)"	"advocate"	"male"
"Sonia_Sotomayor"	"What you are basically saying, we reached the wrong conclusion because the work boat floated, and it regularly was moved, and there was nothing to suggest that it couldn't carry people or things. It happened not to because they would empty it, I understand, before they moved it, but it could have. So if it was practically capable of floating, whether it was semi-tied to land or not, it was released from land on somewhat of a regular basis. So are you suggesting that in Stewart we change the Evansville rule?"	1879.794	1916.134	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	168.086282618069	NA	NA	"justice"	"female"
"David_C_Frederick"	"--No. In Stewart you said what the holding of the case was, which was that it was not practically capable of movement at the time that it sank. Now, I would like to just step back for a second because I think Evansville needs to be understood in the time in which it was decided. At that time, many courts, including this one, at times, applied a snapshot test, what is happening to this particular watercraft at the moment in time where an admiralty tort occurs, where the contract ensues, and the like. This Court subsequently disavowed the snapshot test; but, in Stewart, what the Court did was to describe Evansville and Cope as cases about not practically capable of movement or carriage because of their connections to the land. In Evansville, the owner of the wharf boat also owned the adjoining land and had control over the dock and built driveways so that trucks could come on and off, and had an eight-inch concrete lining on the houseboat which are not typically -- sorry, on the wharf boat, which are not typically attributes one would think of as ordinarily for vessels."	1916.134	1985.213	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	170.097885373567	"David C. Frederick"	"(for the respondent)"	"advocate"	"male"
"Stephen_G_Breyer"	"I -- I got stopped here, back at Stewart. “ Practically capable of maritime transport ”. Now, those are words I thought you have to interpret with some degree of common sense, and the reason for that is because each of us can of course imagine all kinds of things, from Styrofoam sofas to -- to just dozens of absurd things that have nothing to do with ships or vessels and really could be used theoretically to carry something on the water. So what we think of is that practical capability means that there must -- this must really have as a function, as one of its functions -- I would like to say purpose, but some people apparently don't like that-- [Laughter] --because it -- it has some other implication that I don't understand. Okay. So call it the function or the capacity, and it really does as a significant matter of carrying things, and not just accoutrements like nails in its walls, but -- but things from place to place to some significant degree, okay? So I have just taken the words of the test and through voice -- and I'm trying to focus your mind, I've said you have to do that really as a -- it has to be some significant degree there, which this one doesn't seem to have, all right? So you see what I'm trying to do, and really it's a way of getting you to respond to that."	1985.213	2065.831	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	NA	NA	NA	"justice"	"male"
"David_C_Frederick"	"I think it certainly did have that. It had that capability, Justice Breyer, because it was actually moved on multiple occasions."	2065.831	2073.652	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	162.456801562959	"David C. Frederick"	"(for the respondent)"	"advocate"	"male"
"Stephen_G_Breyer"	"But it wasn't carrying things."	2073.652	2075.187	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	130.238561482934	NA	NA	"justice"	"male"
"David_C_Frederick"	"It was carrying his personal effects."	2075.187	2076.454	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	201.714215771919	"David C. Frederick"	"(for the respondent)"	"advocate"	"male"
"Stephen_G_Breyer"	"Well, that's true. And of course a Styrofoam sofa is -- is carrying the holes, or it's carrying the -- you know, the -- the coffee can or something that is on top. But when you have a thing that carries itself, that isn't good enough."	2076.454	2091.697	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	114.158425472587	NA	NA	"justice"	"male"
"David_C_Frederick"	"I--"	2091.697	2092.031	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	NA	"David C. Frederick"	"(for the respondent)"	"advocate"	"male"
"Stephen_G_Breyer"	"It has to be something to do with transporting a thing, transporting some stuff."	2092.031	2095.934	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	132.670220970219	NA	NA	"justice"	"male"
"David_C_Frederick"	"--It transported his computers; it transported his clothes. Except the for the fact that his guns were confiscated before the marshals took it--"	2095.934	2101.921	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	150.152630798052	"David C. Frederick"	"(for the respondent)"	"advocate"	"male"
"Stephen_G_Breyer"	"That is part of the house."	2101.921	2102.788	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	170.409712614974	NA	NA	"justice"	"male"
"David_C_Frederick"	"--it was moved, that -- no, they are not part of the house. They are part of the personal effects, just as someone had personal effects in his or her dwelling. And when the marshal towed it, it carried two people as part of the crew for the transit between--"	2102.788	2117.014	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	166.632023869934	"David C. Frederick"	"(for the respondent)"	"advocate"	"male"
"Stephen_G_Breyer"	"Okay. Think of what it's doing and compare that with the dredge that every day the workmen get on, they go into the middle of Boston Harbor, and then they start to work, and they dredge. And so you'd say, well, I see one of the purposes of this boat is to carry those people out there. Now think of this one. This one is carrying things, but that which it carries is just what is part of a normal house which has nothing to do with transporting things on water."	2117.014	2150.085	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	135.333959588022	NA	NA	"justice"	"male"
"David_C_Frederick"	"--Well, actually, I think Mr. Fisher conceded that if this had a motor and it was carrying exactly the same personal effects, it would be a vessel."	2150.085	2157.841	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	179.163537894763	"David C. Frederick"	"(for the respondent)"	"advocate"	"male"
"Stephen_G_Breyer"	"Okay. How do you then distinguish -- I see where you're -- you're just saying my distinction is not going to work, and so then I would ask you to say what one you want to come up with that will get rid of all the absurd examples that are lurking in the back of my mind, which I will avoid -- and yet include-- [Laughter]"	2157.841	2176.452	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	110.868962607275	NA	NA	"justice"	"male"
"David_C_Frederick"	"I think that a vessel that has practical capability, a watercraft that has practical capability to float, move and carry goods or people, that's a vessel."	2176.452	2186.944	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	175.006441180093	"David C. Frederick"	"(for the respondent)"	"advocate"	"male"
"Stephen_G_Breyer"	"The floating sofa? The floating sofa? Somebody is retired, he likes to see it float around in the water, and you know, and it carries a cushion. I mean, really that's absurd. So -- so how do you distinguish -- I gave you an absurd example. I don't need to say more."	2186.944	2201.352	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	147.879951520764	NA	NA	"justice"	"male"
"David_C_Frederick"	"I think I've given up the absurd hypos because there are no litigation on them."	2201.352	2204.254	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	149.922257555217	"David C. Frederick"	"(for the respondent)"	"advocate"	"male"
"Stephen_G_Breyer"	"Well--"	2204.254	2204.622	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	411.473134284584	NA	NA	"justice"	"male"
"Elena_Kagan"	"Well, suppose, Mr. Frederick, this. Suppose we had a trial on the question of whether these floating homes or this floating home was a vessel, and we found out that actually 99 percent of people who buy floating homes move it exactly once. They purchase the floating home and then they move it to the place where they want the home to be, and then it sits there. And this was just a clear evidence that, you know, except if there's a hurricane or a tornado, people do not move floating homes. They buy it, they move it to where they want to live, and then it sits. In that case, do you think the thing is a vessel?"	2204.622	2241.762	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	175.425616344016	NA	NA	"justice"	"female"
"David_C_Frederick"	"Yes, if it has the practical capability. That's what the statute says, Justice Kagan. It depends on if you want to rewrite the statute to have subjective intent--"	2241.762	2249.601	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	195.972563862059	"David C. Frederick"	"(for the respondent)"	"advocate"	"male"
"Elena_Kagan"	"Well, it's a statute--"	2249.601	2250.401	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	383.120889193876	NA	NA	"justice"	"female"
"David_C_Frederick"	"--of lots of vessel owners."	2250.401	2251.317	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	NA	"David C. Frederick"	"(for the respondent)"	"advocate"	"male"
"Elena_Kagan"	"--You are reading the statute -- you are reading the statute as if it says something can be transported over water. But the statute doesn't say that. It says something can be used or capable of being used as a means of transportation on water. So that -- that the question is whether this thing is transporting other things over water, and whether that's its function; and in my hypothetical it's not its function. Its function is to serve as a house. That house happens to be on water but it's just a house."	2251.317	2281.003	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	205.988079430733	NA	NA	"justice"	"female"
"David_C_Frederick"	"Justice Kagan, the fact that a vessel only moves once doesn't mean that it's not a vessel if it has -- if it meets the attributes of the statute, as explained by this Court in Stewart, of practical capability. The Titanic, of course, is a perfect example of that. The fact that a person may choose mobility as one of the attributes and not exercise that attribute of course goes to subjective intent, and as the Maritime Law Association's brief points out here, you do not want to apply an intent standard that goes to what the owner intends to -- which function the owner intends to exercise, because that leads to manipulation. And the casino--"	2281.003	2322.78	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	158.029037735854	"David C. Frederick"	"(for the respondent)"	"advocate"	"male"
"Ruth_Bader_Ginsburg"	"Mr. Frederick, the city's position, it is whatever we want it to be. That is the first time Lozman was sued by the city. It was not under admiralty jurisdiction, it was a plain old landlord/tenant suit in State court, right?"	2322.78	2342.91	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	157.807154903023	NA	NA	"justice"	"female"
"David_C_Frederick"	"--Yes, but there are some exceptions and if -- I will let you finish your question."	2342.91	2348.647	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	176.289588435538	"David C. Frederick"	"(for the respondent)"	"advocate"	"male"
"Ruth_Bader_Ginsburg"	"Yes, well, my question is, is it -- is it a vessel when you want it to be, and just an ordinary landlord/tenant situation when you want it to be that way?"	2348.647	2361.722	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	145.363573850565	NA	NA	"justice"	"female"
"David_C_Frederick"	"No. I would answer that question as no."	2361.722	2365.324	"2012_11-626_transcript.csv"	"2012_11-626_argument.mp3"	140.696872747181	"David C. Frederick"	"(for the respondent)"	"advocate"	"male"
