"speaker_id"	"text"	"sync_time"	"name"	"type"	"gender"
"Jeffrey_L_Fisher"	"It doesn't matter how many amps we want to fight about, it's whether it needs that power from land, whether it needs those connections to land."	1019.154	"Jeffrey L. Fisher"	"advocate"	"male"
"Jeffrey_L_Fisher"	"A houseboat, like any other vessel, can fully function away from port."	1025.058	"Jeffrey L. Fisher"	"advocate"	"male"
"Jeffrey_L_Fisher"	"If I can reserve the remainder of my time."	1029.51	"Jeffrey L. Fisher"	"advocate"	"male"
"John_G_Roberts"	"--Thank you, counsel."	1031.062	"John G. Roberts"	"justice"	"male"
"John_G_Roberts"	"Mr. Gannon."	1032.078	"John G. Roberts"	"justice"	"male"
"Curtis_E_Gannon"	"Mr. Chief Justice and may it please the Court:"	1043.435	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"I think if I could start with Justice Kagan's questions, the government's position is that this is an objective function test and in evaluating when a structure is practically capable of being used as a means of transportation this Court has repeatedly recognized that function is important to that inquiry."	1045.554	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"It did so as recently as Stewart, when it recognized that the function of the dredge there was to carry crew and equipment across Boston Harbor in the course of dredging a trench."	1059.795	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"It also did so in the cases that Petitioner's counsel has already talked about, Evansville, Roper--"	1068.734	"Curtis E Gannon"	"advocate"	"male"
"John_G_Roberts"	"Can I -- can I interrupt you just there on the dredging?"	1073.805	"John G. Roberts"	"justice"	"male"
"John_G_Roberts"	"You say the function of the dredge was to carry people and equipment."	1076.406	"John G. Roberts"	"justice"	"male"
"John_G_Roberts"	"I would have said the function of the -- the dredge is to dredge in the middle of the river."	1080.441	"John G. Roberts"	"justice"	"male"
"Curtis_E_Gannon"	"--Well, the Court--"	1086.529	"Curtis E Gannon"	"advocate"	"male"
"John_G_Roberts"	"Right?"	1087.297	"John G. Roberts"	"justice"	"male"
"John_G_Roberts"	"And so -- and I don't know which of us would be right, so it seems to me that that function test is a very difficult one to apply."	1087.581	"John G. Roberts"	"justice"	"male"
"Curtis_E_Gannon"	"--Well, the Court in Stewart said that “ dredges ” -- and I'm quoting from page 492 --"	1094.135	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"\"serve a waterborne transportation function, because they carry crew and equipment across-- \""	1097.987	"Curtis E Gannon"	"advocate"	"male"
"John_G_Roberts"	"Well, I know what it said."	1102.224	"John G. Roberts"	"justice"	"male"
"John_G_Roberts"	"I guess I would say, obviously, it serves a waterborne function, but I'm not sure the first thing I would say when I see one of these dredges in the middle of the river is its purpose is to move people and equipment."	1102.557	"John G. Roberts"	"justice"	"male"
"John_G_Roberts"	"I would say its purpose is to dredge."	1112.913	"John G. Roberts"	"justice"	"male"
"Curtis_E_Gannon"	"--Well, but in general, it needs to dredge not just in one place, because it's not just dredging a hole, it's dredging a trench."	1114.615	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"It usually needs to move in order to do that."	1122.202	"Curtis E Gannon"	"advocate"	"male"
"John_G_Roberts"	"No, but that's saying that it has to be able to move, and I agree with that."	1123.587	"John G. Roberts"	"justice"	"male"
"John_G_Roberts"	"But its purpose is still to dredge, not to move."	1125.672	"John G. Roberts"	"justice"	"male"
"Curtis_E_Gannon"	"Well, I think that the Court--"	1127.989	"Curtis E Gannon"	"advocate"	"male"
"John_G_Roberts"	"You could use it if you had a -- you know, a transportation boat, right?"	1129.558	"John G. Roberts"	"justice"	"male"
"John_G_Roberts"	"Any equipment you need to move, you put it on another boat and drop it off."	1132.993	"John G. Roberts"	"justice"	"male"
"John_G_Roberts"	"The people who work, you bring them over and drop it off."	1135.712	"John G. Roberts"	"justice"	"male"
"Curtis_E_Gannon"	"--Yeah, I think that you could do that."	1137.73	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"I think that's typically not the way the dredges that -- not the way the superscoop works in Stewart and it's not the way historic dredges worked in the case of--"	1139.53	"Curtis E Gannon"	"advocate"	"male"
"John_G_Roberts"	"Sure it is, isn't it?"	1147.42	"John G. Roberts"	"justice"	"male"
"John_G_Roberts"	"I mean, the superscoop doesn't go to the -- maybe it does -- go to the shore every morning, then come right out again?"	1147.803	"John G. Roberts"	"justice"	"male"
"John_G_Roberts"	"They move people back and forth with other boats, don't they?"	1152.99	"John G. Roberts"	"justice"	"male"
"Curtis_E_Gannon"	"--Oh, but I -- what I meant is that there are people and equipment on the superscoop when it is moving across Boston Harbor."	1155.459	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"They didn't sort of take it out there all empty every morning and then load other things on to it that they -- that they brought out there."	1161.345	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"And in Evansville, the Court recognized that the wharf boat there, which is a large structure -- it was 240 feet long, 48 feet wide -- it served as an office, a warehouse, and a wharf on the side of the river, and the Court said that it performed no function that might not have been performed as well by structures permanently attached to the--"	1168.499	"Curtis E Gannon"	"advocate"	"male"
"Samuel_Alito"	"If someone builds a replica of an historic watercraft, a Viking boat, the kind of outrigger canoes that the Polynesians used throughout the Pacific Ocean, and the purpose of this is to display it in a museum, no one has any intention whatsoever of ever putting it in the water, but it's built so that if they did, it would -- it would function just like its historic antecedent, is that a vessel?"	1185.461	"Samuel Alito"	"justice"	"male"
"Curtis_E_Gannon"	"--I think that that would be a vessel, because it really -- its objective function, if you look at its design and its natural function -- that's the phrase that the -- even Respondent's law professor amici used."	1212.528	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"They acknowledged that the function and purpose test is appropriate if it takes account of the craft's own design and natural function."	1225.086	"Curtis E Gannon"	"advocate"	"male"
"Stephen_G_Breyer"	"What about the -- I thought there was a -- a kind of caveat in one of these cases, maybe Stewart, that said take a thing that looks just like a boat, the Queen Mary, but if it is permanently -- they use the word “ indefinite ”."	1230.757	"Stephen G. Breyer"	"justice"	"male"
"Stephen_G_Breyer"	"I think they mean “ permanently ”."	1241.714	"Stephen G. Breyer"	"justice"	"male"
"Curtis_E_Gannon"	"Well, the Court--"	1243.114	"Curtis E Gannon"	"advocate"	"male"
"Stephen_G_Breyer"	"But if it is permanently moored to the shore and is never going to sea again, then it isn't a vessel."	1243.849	"Stephen G. Breyer"	"justice"	"male"
"Curtis_E_Gannon"	"--That's true."	1250.253	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"That's because it's no--"	1251.103	"Curtis E Gannon"	"advocate"	"male"
"Stephen_G_Breyer"	"Then if the Polynesian boat is permanently in the museum, there's a lot of objective evidence of that, it would not be a vessel."	1251.903	"Stephen G. Breyer"	"justice"	"male"
"Stephen_G_Breyer"	"But if it's something they really could well take out on the sea, then it is, is that right?"	1259.042	"Stephen G. Breyer"	"justice"	"male"
"Curtis_E_Gannon"	"--It is true that the Court recognized in Stewart and the Coast Guard's craft routinely operated dockside policy is based upon the presumption that something that used to be a vessel can cease to be a vessel if it is semi-permanently or indefinitely moored."	1263.977	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"That's the phrase that the Court quoted in Stewart."	1280.522	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"And the Court recognized that even something that's anchored to the seabed could--"	1282.39	"Curtis E Gannon"	"advocate"	"male"
"Stephen_G_Breyer"	"That doesn't come up here."	1285.592	"Stephen G. Breyer"	"justice"	"male"
"Stephen_G_Breyer"	"That concerns the Queen Mary being sent to Long Beach and used as a hotel."	1286.659	"Stephen G. Breyer"	"justice"	"male"
"Curtis_E_Gannon"	"--And the Queen Mary is behind a -- is essentially behind a cofferdam."	1291.663	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"It doesn't have ready access to open water."	1294.798	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"It's connected to shore in all sorts of permanent ways."	1296.615	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"We don't think that that's the type of case that we have here, because nobody is saying that this once was a vessel and it is now no longer one just because it's tied up to the dock in the way that it was tied up here."	1299.5	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"And so, Justice Kennedy, we think that this isn't really a case about indefinite mooring as making the difference."	1310.707	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"This is a case where you need to start with the question of was it ever a vessel."	1316.295	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"And if the--"	1320.413	"Curtis E Gannon"	"advocate"	"male"
"Sonia_Sotomayor"	"So I was right."	1321.232	"Sonia Sotomayor"	"justice"	"female"
"Sonia_Sotomayor"	"So that permanent mooring is a different inquiry in your mind?"	1321.865	"Sonia Sotomayor"	"justice"	"female"
"Curtis_E_Gannon"	"--Well, permanent mooring is usually going to be relevant to the question of whether something ceases to be a vessel, because it's no longer practically capable of being used as a means of transportation."	1325.484	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"That's the way the Court discussed the point in Stewart."	1335.525	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"And -- and that's true even for a case like Roper, which was a former Liberty ship that was towed up and down the James River."	1337.892	"Curtis E Gannon"	"advocate"	"male"
"Sonia_Sotomayor"	"Well, that's a -- that's a somewhat easy case, because the hull, I think, was removed or something was removed that made it--"	1344.715	"Sonia Sotomayor"	"justice"	"female"
"Curtis_E_Gannon"	"Well, there were things that had been removed when it had been decommissioned originally."	1350.634	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"But if the court of appeals test were used here and the court were to conclude that something is a vessel if it is merely capable of being towed across water even to its detriment, then you can't explain the answer in cases like Evansville or in Roper where -- because the Evansville work boat was towed at least ten times, as described in pages 21 and 22 of the Court's opinion, and nobody was asking whether it had all the office furniture and light fixtures and things like that removed when it was towed at least twice a year for the seven years before that suit began."	1355.17	"Curtis E Gannon"	"advocate"	"male"
"Elena_Kagan"	"So, Mr. Gannon, you think that even at the moment that the thing is being transported, and let's say that the thing has, you know, various furniture and things on it, you think even at that moment under section 3, it's not a -- it might not be a vessel?"	1387.641	"Elena Kagan"	"justice"	"female"
"Curtis_E_Gannon"	"That's generally going to be true, yes."	1402.817	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"If the purpose of the structure, the function, the objective function of the structure is to operate, just to be stationary beside the dock, then it's not going to be a vessel even when it's being towed behind another vessel."	1405.019	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"There may still be rules about how it needs to be lit at night and things like that, but--"	1417.061	"Curtis E Gannon"	"advocate"	"male"
"Samuel_Alito"	"What if it was more seaworthy so that it could be towed 200 miles without suffering any damage, even if there are, you know, small waves, let's say?"	1421.048	"Samuel Alito"	"justice"	"male"
"Samuel_Alito"	"And the reason why it was built that way was so that when the person moves the person wouldn't have to hire a moving company to come with a van and take out all the person's personal belongings and ship those by -- by land."	1430.486	"Samuel Alito"	"justice"	"male"
"Samuel_Alito"	"This -- this is capable of moving and moving all the stuff that's in it without having anything damaged."	1443.811	"Samuel Alito"	"justice"	"male"
"Samuel_Alito"	"Would it be the same?"	1448.965	"Samuel Alito"	"justice"	"male"
"Samuel_Alito"	"What would be the result there?"	1449.765	"Samuel Alito"	"justice"	"male"
"Curtis_E_Gannon"	"--Well, I -- I understand the point."	1451.4	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"I think that, under a case like Evansville, that there does seem to be a difference between relocating the structure and using the structure to transport people and things."	1453.519	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"But under an objective function test, if it really is designed to be mobile, and we look at it and we say it really looks like a boat and it's designed to move through water efficiently, it would probably look different from this particular craft."	1460.756	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"But if ultimate mobility is part of the function of it, then -- then the answer could well be different."	1473.081	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"But, for the most part, I think my answer is the same as I was trying to give to Justice Kagan, which is that this is either going to be a vessel all the time until it becomes so permanently moored that it should no longer be deemed a vessel."	1480.936	"Curtis E Gannon"	"advocate"	"male"
"Samuel_Alito"	"I really just don't understand your answer."	1494.077	"Samuel Alito"	"justice"	"male"
"Samuel_Alito"	"Mobility surely was a -- was a purpose of this because it was moved."	1495.429	"Samuel Alito"	"justice"	"male"
"Curtis_E_Gannon"	"Well, I--"	1501.916	"Curtis E Gannon"	"advocate"	"male"
"Samuel_Alito"	"It can be moved."	1502.883	"Samuel Alito"	"justice"	"male"
"Curtis_E_Gannon"	"--There is a question about practical capability of being moved."	1503.785	"Curtis E Gannon"	"advocate"	"male"
"Samuel_Alito"	"Okay."	1508.154	"Samuel Alito"	"justice"	"male"
"Samuel_Alito"	"Well, that's something different."	1508.42	"Samuel Alito"	"justice"	"male"
"Curtis_E_Gannon"	"And before, you were asking about the hook in the statute here."	1509.606	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"We do think that the word contrivance does indicate that it's something that has a function that's determinable."	1511.389	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"And there are lots of other areas in maritime law where the function of a vessel is a relevant question, and this is not an unanswerable inquiry."	1517.942	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"The court uses purpose and function when it's deciding whether somebody is a Jones Act seaman--"	1525.948	"Curtis E Gannon"	"advocate"	"male"
"Ruth_Bader_Ginsburg"	"What you have said sounds like this structure is not a vessel, period."	1530.352	"Ruth Bader Ginsburg"	"justice"	"female"
"Ruth_Bader_Ginsburg"	"But your bottom line in your brief is that, if we disagree with the Court of Appeals, we shouldn't say this contrivance is not a vessel, we should send it back -- for what?"	1539.875	"Ruth Bader Ginsburg"	"justice"	"female"
"Ruth_Bader_Ginsburg"	"What finding?"	1555.385	"Ruth Bader Ginsburg"	"justice"	"female"
"Curtis_E_Gannon"	"--We think that the record here was not really compiled with an object of answering these questions, the things that we think are relevant, because the district court and the Court of Appeals flatly rejected any inquiry into the purpose or function of the vessel."	1556.418	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"And--"	1568.81	"Curtis E Gannon"	"advocate"	"male"
"Ruth_Bader_Ginsburg"	"So what would we tell them they should look into?"	1569.26	"Ruth Bader Ginsburg"	"justice"	"female"
"Curtis_E_Gannon"	"--That they should look into the purpose and function of the vessel."	1570.977	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"They should also consider whether it would be damaged when it was towed."	1574.262	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"That was something that petitioner tried to get."	1577.583	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"He was proceeding pro se in the district court, offered to present evidence about--"	1579.883	"Curtis E Gannon"	"advocate"	"male"
"Anthony_Kennedy"	"On the first question, purpose or function, what did they know that we can't know by looking at this picture and listening to these arguments?"	1583.501	"Anthony Kennedy"	"justice"	"male"
"Curtis_E_Gannon"	"--Well, I think that they could hear more about--"	1589.572	"Curtis E Gannon"	"advocate"	"male"
"Anthony_Kennedy"	"I mean, I would be willing to stipulate they are better at this than we are, but let's -- let's assume."	1592.607	"Anthony Kennedy"	"justice"	"male"
"Curtis_E_Gannon"	"--Well, I -- I think that somebody -- if somebody -- I can't tell everything about the structure."	1596.476	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"We have these pictures, and we know that it has a ten-inch draft, but we don't really know how -- how well it is that--"	1600.195	"Curtis E Gannon"	"advocate"	"male"
"Anthony_Kennedy"	"I want to be fair to the Court of Appeals, well, now, you tell us what the purpose and function is."	1605.248	"Anthony Kennedy"	"justice"	"male"
"Curtis_E_Gannon"	"--And I -- if--"	1608.966	"Curtis E Gannon"	"advocate"	"male"
"Anthony_Kennedy"	"Don't we know that?"	1610.068	"Anthony Kennedy"	"justice"	"male"
"Curtis_E_Gannon"	"--Well, I think that you -- in -- this is going to be a somewhat idiosyncratic case."	1610.868	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"I think that this is an unusual structure."	1615.472	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"That's why the surveyor on page J-43 of the joint appendix found that there were no comparables for sale in the state of Florida."	1617.206	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"And so I think that most cases aren't really going to -- to be like this."	1623.476	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"But if I wanted to put on evidence about that, I would probably compare -- decide whether this is more like the floating homes that are described in the Seattle floating homes brief that are really designed just to function in place near the shore."	1627.53	"Curtis E Gannon"	"advocate"	"male"
"Curtis_E_Gannon"	"I think that there would be more evidence about its capabilities while it was actually out on the water and things like that."	1642.539	"Curtis E Gannon"	"advocate"	"male"
"John_G_Roberts"	"Thank you, Counsel."	1649.043	"John G. Roberts"	"justice"	"male"
"John_G_Roberts"	"Mr. Frederick."	1650.11	"John G. Roberts"	"justice"	"male"
"David_C_Frederick"	"Thank you Mr. Chief Justice, and may it please the Court:"	1658.716	"David C. Frederick"	"advocate"	"male"
"David_C_Frederick"	"The City brought this In Rem action against Mr. Lozman's uninsured houseboat to enforce maritime liens."	1661.851	"David C. Frederick"	"advocate"	"male"
"David_C_Frederick"	"The houseboat was in violation of the wet slip agreement, and it posed a hazard to other vessels in the marina if, because of its flimsy moorings, it came unmoored during a storm."	1669.791	"David C. Frederick"	"advocate"	"male"
"David_C_Frederick"	"The houseboat was located very close to the navigable channel of the Atlantic Intercoastal Waterway and next to a yacht-building facility next to the marina."	1680.832	"David C. Frederick"	"advocate"	"male"
"David_C_Frederick"	"So the city faced a very real specter of being sued if the uninsured houseboat came unmoored and caused damage."	1690.704	"David C. Frederick"	"advocate"	"male"
"David_C_Frederick"	"Our position is that the houseboat is a vessel under section 3 because it floats, moves, and carries people or things on water, as the statutory--"	1697.524	"David C. Frederick"	"advocate"	"male"
"John_G_Roberts"	"Just like an inner tube, right?"	1709.166	"John G. Roberts"	"justice"	"male"
"David_C_Frederick"	"--No."	1710.601	"David C. Frederick"	"advocate"	"male"
"David_C_Frederick"	"An inner tube actually does not--"	1711.651	"David C. Frederick"	"advocate"	"male"
"John_G_Roberts"	"Floats, can be towed, can carry a person."	1713.053	"John G. Roberts"	"justice"	"male"
"David_C_Frederick"	"--Well, a person actually -- most of the body parts of a person would be underwater and would be through the water, Mr. Chief Justice."	1715.12	"David C. Frederick"	"advocate"	"male"
"David_C_Frederick"	"One of those inflatable rafts where most of the parts of the people--"	1723.908	"David C. Frederick"	"advocate"	"male"
"David_C_Frederick"	"The test would be what's the practical capability, and a raft that has a bottom actually could very well be a vessel under the appropriate standard of practical capability."	1727.645	"David C. Frederick"	"advocate"	"male"
"Stephen_G_Breyer"	"With cup."	1739.168	"Stephen G. Breyer"	"justice"	"male"
"Stephen_G_Breyer"	"What about the cup."	1739.787	"Stephen G. Breyer"	"justice"	"male"
"David_C_Frederick"	"Cup is not because a cup doesn't float."	1740.52	"David C. Frederick"	"advocate"	"male"
"Stephen_G_Breyer"	"Oh, well, this is lighter than you think."	1742.739	"Stephen G. Breyer"	"justice"	"male"
"Sonia_Sotomayor"	"No."	1744.922	"Sonia Sotomayor"	"justice"	"female"
"Sonia_Sotomayor"	"How about a garage door?"	1747.541	"Sonia Sotomayor"	"justice"	"female"
"Elena_Kagan"	"Take the inner tube and, you know, paste a couple of pennies on the inner tube."	1749.059	"Elena Kagan"	"justice"	"female"
"Elena_Kagan"	"Now it carries things."	1753.278	"Elena Kagan"	"justice"	"female"
"Elena_Kagan"	"There are things on the inner tube, and it floats."	1755.213	"Elena Kagan"	"justice"	"female"
"David_C_Frederick"	"Justice Kagan, I -- I think we could imagine all kinds of de minimis types of hypotheticals that would satisfy the basic criteria."	1758.082	"David C. Frederick"	"advocate"	"male"
"David_C_Frederick"	"But what the Court in Stewart said was practical capability as viewed in a real world sense."	1770.822	"David C. Frederick"	"advocate"	"male"
"David_C_Frederick"	"And I'm not aware of any case -- and they've certainly not pointed to anything -- that identifies anything with those kind of practical attributes that would be subject to litigation."	1775.21	"David C. Frederick"	"advocate"	"male"
"John_G_Roberts"	"--Well, practical capability viewed in a real-world sense -- and you're about transportation -- you're talking about things that were built for transportation, right?"	1785.566	"John G. Roberts"	"justice"	"male"
"David_C_Frederick"	"You're -- yes."	1794.272	"David C. Frederick"	"advocate"	"male"
"David_C_Frederick"	"You're -- that is true in the sense that one of the purposes as manifested through its physical characteristics is the ability to be moved across water."	1795.474	"David C. Frederick"	"advocate"	"male"
"David_C_Frederick"	"And just as Mr. Lozman's houseboat here was moved 200 miles in the first towage after the hurricane wiped out every other vessel in the docks in the north bay marina, and he had it towed with a speed boat 70 miles to the city of Riviera Beach, those physical characteristics and attributes were recognized by the Court of Appeals when it applied the practical capability test."	1806.579	"David C. Frederick"	"advocate"	"male"
"David_C_Frederick"	"And it said on page 15(a) of the petition appendix that certainly living, a domicile, is a purpose of a floating home, but mobility is also a purpose, and then demonstrated that mobility here."	1833.397	"David C. Frederick"	"advocate"	"male"
"Sonia_Sotomayor"	"Under your definition, how do you deal with Evansville?"	1847.222	"Sonia Sotomayor"	"justice"	"female"
"David_C_Frederick"	"Evansville is a case with many layers, but let me just start first start with the fact that the Court announced a practical capability test in Evansville itself."	1850.608	"David C. Frederick"	"advocate"	"male"
"David_C_Frederick"	"That's what it applied."	1860.732	"David C. Frederick"	"advocate"	"male"
"David_C_Frederick"	"It reviewed a district court record that had found no practical capability on the basis of the driveways and the more permanent connections to the utility system of the city, and it reviewed that factual record for clear error, which, of course, it didn't find, by--"	1862.099	"David C. Frederick"	"advocate"	"male"
"Sonia_Sotomayor"	"What you are basically saying, we reached the wrong conclusion because the work boat floated, and it regularly was moved, and there was nothing to suggest that it couldn't carry people or things."	1879.794	"Sonia Sotomayor"	"justice"	"female"
"Sonia_Sotomayor"	"It happened not to because they would empty it, I understand, before they moved it, but it could have."	1893.453	"Sonia Sotomayor"	"justice"	"female"
"Sonia_Sotomayor"	"So if it was practically capable of floating, whether it was semi-tied to land or not, it was released from land on somewhat of a regular basis."	1900.107	"Sonia Sotomayor"	"justice"	"female"
"Sonia_Sotomayor"	"So are you suggesting that in Stewart we change the Evansville rule?"	1911.082	"Sonia Sotomayor"	"justice"	"female"
"David_C_Frederick"	"--No."	1916.134	"David C. Frederick"	"advocate"	"male"
"David_C_Frederick"	"In Stewart you said what the holding of the case was, which was that it was not practically capable of movement at the time that it sank."	1916.819	"David C. Frederick"	"advocate"	"male"
"David_C_Frederick"	"Now, I would like to just step back for a second because I think Evansville needs to be understood in the time in which it was decided."	1926.259	"David C. Frederick"	"advocate"	"male"
"David_C_Frederick"	"At that time, many courts, including this one, at times, applied a snapshot test, what is happening to this particular watercraft at the moment in time where an admiralty tort occurs, where the contract ensues, and the like."	1933.078	"David C. Frederick"	"advocate"	"male"
"David_C_Frederick"	"This Court subsequently disavowed the snapshot test; but, in Stewart, what the Court did was to describe Evansville and Cope as cases about not practically capable of movement or carriage because of their connections to the land."	1947.855	"David C. Frederick"	"advocate"	"male"
"David_C_Frederick"	"In Evansville, the owner of the wharf boat also owned the adjoining land and had control over the dock and built driveways so that trucks could come on and off, and had an eight-inch concrete lining on the houseboat which are not typically -- sorry, on the wharf boat, which are not typically attributes one would think of as ordinarily for vessels."	1963.717	"David C. Frederick"	"advocate"	"male"
"Stephen_G_Breyer"	"I -- I got stopped here, back at Stewart."	1985.213	"Stephen G. Breyer"	"justice"	"male"
"Stephen_G_Breyer"	"“ Practically capable of maritime transport ”."	1988.415	"Stephen G. Breyer"	"justice"	"male"
"Stephen_G_Breyer"	"Now, those are words I thought you have to interpret with some degree of common sense, and the reason for that is because each of us can of course imagine all kinds of things, from Styrofoam sofas to -- to just dozens of absurd things that have nothing to do with ships or vessels and really could be used theoretically to carry something on the water."	1991.867	"Stephen G. Breyer"	"justice"	"male"
"Stephen_G_Breyer"	"So what we think of is that practical capability means that there must -- this must really have as a function, as one of its functions -- I would like to say purpose, but some people apparently don't like that--"	2014.696	"Stephen G. Breyer"	"justice"	"male"
"Stephen_G_Breyer"	"[Laughter]"	2027.54	"Stephen G. Breyer"	"justice"	"male"
"Stephen_G_Breyer"	"--because it -- it has some other implication that I don't understand."	2028.256	"Stephen G. Breyer"	"justice"	"male"
"Stephen_G_Breyer"	"Okay."	2030.908	"Stephen G. Breyer"	"justice"	"male"
"Stephen_G_Breyer"	"So call it the function or the capacity, and it really does as a significant matter of carrying things, and not just accoutrements like nails in its walls, but -- but things from place to place to some significant degree, okay?"	2031.275	"Stephen G. Breyer"	"justice"	"male"
"Stephen_G_Breyer"	"So I have just taken the words of the test and through voice -- and I'm trying to focus your mind, I've said you have to do that really as a -- it has to be some significant degree there, which this one doesn't seem to have, all right?"	2047.002	"Stephen G. Breyer"	"justice"	"male"
"Stephen_G_Breyer"	"So you see what I'm trying to do, and really it's a way of getting you to respond to that."	2061.344	"Stephen G. Breyer"	"justice"	"male"
"David_C_Frederick"	"I think it certainly did have that."	2065.831	"David C. Frederick"	"advocate"	"male"
"David_C_Frederick"	"It had that capability, Justice Breyer, because it was actually moved on multiple occasions."	2067.215	"David C. Frederick"	"advocate"	"male"
"Stephen_G_Breyer"	"But it wasn't carrying things."	2073.652	"Stephen G. Breyer"	"justice"	"male"
"David_C_Frederick"	"It was carrying his personal effects."	2075.187	"David C. Frederick"	"advocate"	"male"
"Stephen_G_Breyer"	"Well, that's true."	2076.454	"Stephen G. Breyer"	"justice"	"male"
"Stephen_G_Breyer"	"And of course a Styrofoam sofa is -- is carrying the holes, or it's carrying the -- you know, the -- the coffee can or something that is on top."	2077.806	"Stephen G. Breyer"	"justice"	"male"
"Stephen_G_Breyer"	"But when you have a thing that carries itself, that isn't good enough."	2086.745	"Stephen G. Breyer"	"justice"	"male"
"David_C_Frederick"	"I--"	2091.697	"David C. Frederick"	"advocate"	"male"
"Stephen_G_Breyer"	"It has to be something to do with transporting a thing, transporting some stuff."	2092.031	"Stephen G. Breyer"	"justice"	"male"
"David_C_Frederick"	"--It transported his computers; it transported his clothes."	2095.934	"David C. Frederick"	"advocate"	"male"
"David_C_Frederick"	"Except the for the fact that his guns were confiscated before the marshals took it--"	2098.719	"David C. Frederick"	"advocate"	"male"
"Stephen_G_Breyer"	"That is part of the house."	2101.921	"Stephen G. Breyer"	"justice"	"male"
"David_C_Frederick"	"--it was moved, that -- no, they are not part of the house."	2102.788	"David C. Frederick"	"advocate"	"male"
"David_C_Frederick"	"They are part of the personal effects, just as someone had personal effects in his or her dwelling."	2104.806	"David C. Frederick"	"advocate"	"male"
"David_C_Frederick"	"And when the marshal towed it, it carried two people as part of the crew for the transit between--"	2110.11	"David C. Frederick"	"advocate"	"male"
"Stephen_G_Breyer"	"Okay."	2117.014	"Stephen G. Breyer"	"justice"	"male"
"Stephen_G_Breyer"	"Think of what it's doing and compare that with the dredge that every day the workmen get on, they go into the middle of Boston Harbor, and then they start to work, and they dredge."	2117.348	"Stephen G. Breyer"	"justice"	"male"
"Stephen_G_Breyer"	"And so you'd say, well, I see one of the purposes of this boat is to carry those people out there."	2131.358	"Stephen G. Breyer"	"justice"	"male"
"Stephen_G_Breyer"	"Now think of this one."	2137.511	"Stephen G. Breyer"	"justice"	"male"
"Stephen_G_Breyer"	"This one is carrying things, but that which it carries is just what is part of a normal house which has nothing to do with transporting things on water."	2139.713	"Stephen G. Breyer"	"justice"	"male"
"David_C_Frederick"	"--Well, actually, I think Mr. Fisher conceded that if this had a motor and it was carrying exactly the same personal effects, it would be a vessel."	2150.085	"David C. Frederick"	"advocate"	"male"
"Stephen_G_Breyer"	"Okay."	2157.841	"Stephen G. Breyer"	"justice"	"male"
